lng,lat,type,num
116.1819077,39.81369019,0,1
116.18202209999998,39.81266785,0,1
116.184288,39.90903473,2,1
116.1843185,39.86013031,0,1
116.184433,39.95669174,0,1
116.1845703,39.77199936,0,1
116.1847153,39.80848312,0,1
116.18483729999998,39.80854416,0,1
116.1858292,39.91453171,0,1
116.1859436,39.77463531,0,1
116.185997,39.77376938,2,1
116.1865158,39.76193619,0,1
116.1895218,39.8079834,2,1
116.1898041,39.80769348,2,1
116.1908951,39.80613327,4,1
116.1912003,39.93350220000001,0,1
116.1950989,39.80260849,2,1
116.1969528,39.80865479,2,1
116.1977844,39.84924698,0,1
116.1990662,39.76420593,4,1
116.2001877,39.81945801,4,1
116.200325,39.8208046,4,1
116.2018662,39.81130219,2,1
116.2018814,39.81110382,4,1
116.2020645,39.84644699,2,1
116.2023773,39.8005867,0,1
116.2035675,39.84378815,0,1
116.2039261,39.81092834,4,1
116.2052689,39.76673126,4,1
116.205864,39.81137848,0,1
116.2077332,39.76070023,4,1
116.20776370000002,39.76400757,4,1
116.2081909,40.00187302,2,1
116.20836640000002,39.81479645,0,1
116.20877079999998,39.82687378,0,1
116.2088013,39.8425293,2,1
116.2092209,39.83053589,0,1
116.2092209,39.90406418,0,1
116.2099228,39.88606262,0,1
116.2110291,39.90246582,0,1
116.2132187,39.76411438,4,1
116.2154617,40.21457291,0,1
116.2161179,39.90749741,0,1
116.2204056,39.86738586,2,1
116.2223663,39.90390396,0,1
116.2229843,40.21722794,0,1
116.2252045,39.85342789,2,1
116.2252274,39.84545898,0,1
116.2256317,40.23020935,0,1
116.22664640000002,39.89453888,0,1
116.2278519,39.87754822,0,1
116.2282028,39.87509155,0,1
116.2282181,39.87522125,0,1
116.2282181,39.87522125,2,1
116.2289581,39.88030624,0,1
116.2304306,39.87876892,0,1
116.2311096,39.87169647,0,1
116.2314224,39.89108658,0,1
116.231781,40.22459793,0,1
116.2323227,39.89017487,0,1
116.2327652,39.86465073,0,1
116.2334976,40.21258545,0,1
116.233902,40.22924423,0,1
116.2339478,40.20613098,0,1
116.2340698,40.20653915,0,1
116.2343521,39.84938812,0,1
116.234726,39.89674759,0,1
116.2357025,39.90377045,0,1
116.2357941,39.90078735,0,1
116.2359085,39.87434769,2,1
116.2359085,39.88976288,0,1
116.2361069,39.88917160000001,0,1
116.236145,39.85542679,2,1
116.2370682,39.8524437,0,1
116.2371903,39.85952759,0,1
116.2371903,39.85952759,2,1
116.237793,39.85394669,0,1
116.2381744,40.06435394,2,1
116.2382736,39.85720444,2,1
116.2386551,39.89500809,0,1
116.2388077,39.85555649,2,1
116.239006,39.85691452,2,1
116.2392426,39.87616348,0,1
116.2393875,39.92565536,0,1
116.2398377,40.20782089,0,1
116.2400284,39.92955017,0,1
116.2404022,39.65618896,2,1
116.24040990000002,39.84960938,0,1
116.2406387,40.2127533,0,1
116.2407684,39.92963409,0,1
116.2409439,39.89728165,4,1
116.2409973,40.21633911,0,1
116.24104309999998,39.90317917,2,1
116.241333,39.92623901,0,1
116.2426453,39.89271927,4,1
116.2426605,40.04331589,0,1
116.2428207,39.89580536,4,1
116.24285890000002,40.20777893,0,1
116.24309540000002,39.8598671,0,1
116.24356840000002,39.92650986,0,1
116.2436981,39.86013412,2,1
116.2441406,40.21315002,0,1
116.2451401,40.28376007,0,1
116.2453232,39.89686584,0,1
116.2462921,40.16364288,0,1
116.2464218,39.89376068,2,1
116.2469864,39.86148453,0,1
116.2474136,39.87779236,0,1
116.2481995,40.21189499,0,1
116.24822240000002,39.86204910000001,0,1
116.2487488,39.86222839,0,1
116.2493134,39.84938812,0,1
116.2501679,39.91633224,0,1
116.2508011,39.83884811,2,1
116.2514725,40.21326065,0,1
116.2519379,39.86345291,0,1
116.2519836,39.88072205,0,1
116.2526398,39.87762070000001,0,1
116.2527618,40.20789337,0,1
116.25280759999998,39.89720535,2,1
116.2529068,39.91159439,0,1
116.2529144,39.90044785,2,1
116.2529526,39.89564514,2,1
116.2529755,39.91436005,0,1
116.2530518,39.93026733,0,1
116.2531433,39.91707993,0,1
116.2533798,39.89710617,2,1
116.2535172,40.21060944,0,1
116.2535629,39.93026733,0,1
116.2542725,39.86132812,2,1
116.2543106,39.8596611,2,1
116.2543564,39.92003632,0,1
116.2546768,39.8609581,2,1
116.2549362,39.86094284,0,1
116.2559128,40.21057892,0,1
116.2559509,39.9033165,2,1
116.2564697,39.86017609,0,1
116.2571716,39.86561203,2,1
116.2572861,40.00305176,0,1
116.2578507,40.04314804,0,1
116.2581177,40.21091843,0,1
116.2585068,40.07790756,0,1
116.258522,40.04651642,0,1
116.2586136,40.21086121,0,1
116.2588348,39.8926239,2,1
116.25895690000002,39.89693069,4,1
116.2599258,40.07791901,0,1
116.26122279999998,39.86692429,2,1
116.2615738,39.86729813,0,1
116.26221470000002,39.89696503,0,1
116.2623062,39.88896942,2,1
116.26283259999998,40.12790298,0,1
116.2634354,39.92349625,0,1
116.2637787,40.13759232,0,1
116.264389,39.86399841,0,1
116.2644501,39.90692902,2,1
116.2644501,39.91757584,2,1
116.264473,39.9118309,0,1
116.2645264,39.89251328,2,1
116.2646942,39.88993454,2,1
116.2648087,39.91698456,0,1
116.2648087,39.91705704,0,1
116.2650986,40.13235474,0,1
116.2650986,40.17350769,0,1
116.2658768,39.85863495,0,1
116.2660751,39.89566803,2,1
116.2679215,40.05052948,0,1
116.2681656,40.0436058,0,1
116.2682343,40.03726196,0,1
116.2682648,39.76932907,4,1
116.2682648,40.13309479,0,1
116.2685547,40.07564545,0,1
116.2690888,40.1233139,0,1
116.269371,39.91765213,0,1
116.2694931,40.12216949,0,1
116.2696762,39.89470291,0,1
116.2699356,39.93132401,0,1
116.2701492,39.94684982,0,1
116.2705841,39.86654282,2,1
116.270958,39.96773529,0,1
116.2711639,39.86559677,2,1
116.271286,40.12017441,0,1
116.2714768,39.92427826,0,1
116.2715912,39.89047241,2,1
116.2715912,40.10697937,0,1
116.2717972,39.94335938,0,1
116.2718277,39.86545563,2,1
116.2723465,39.83617783,0,1
116.2726364,39.89075089,0,1
116.2730331,39.88055801,2,1
116.2730866,39.95979691,0,1
116.2731323,40.10480118,0,1
116.27315520000002,39.87282562,0,1
116.2734604,40.11814499,0,1
116.2738342,39.93009567,2,1
116.2738876,39.89105606,0,1
116.2740021,39.89283752,2,1
116.274025,39.90219879,2,1
116.2740784,39.9053688,2,1
116.2740936,39.90201187,2,1
116.2741623,39.90182495,0,1
116.2742844,39.94208908,0,1
116.274353,39.90690231,2,1
116.2744064,39.93392944,0,1
116.2744751,39.93551254,0,1
116.27450559999998,39.93554306,0,1
116.2745209,39.91375351,0,1
116.2745438,39.88532257,2,1
116.2745438,39.93422318,0,1
116.2747116,39.88056183,0,1
116.2747803,39.91990662,0,1
116.2749023,39.96186447,0,1
116.27497859999998,39.93744659,0,1
116.2750855,39.92576981,0,1
116.2752075,39.92128372,0,1
116.2752533,39.92129898,0,1
116.2753143,39.92813873,0,1
116.2755203,39.89287949,0,1
116.275589,39.89312363,0,1
116.2756271,39.88204575,2,1
116.2756348,39.88217163,0,1
116.2756805,39.91714096,0,1
116.2757263,39.95395279,0,1
116.2759171,39.95539474,0,1
116.27599340000002,39.91607285,0,1
116.2760849,40.11289215,0,1
116.2761536,40.2015686,0,1
116.2761917,40.10729599,0,1
116.27643590000002,40.20236206,0,1
116.2765045,39.90702438,2,1
116.2767639,39.87986374,0,1
116.2769775,40.10821533,0,1
116.2773666,39.92615128,2,1
116.2774048,39.73702621,0,1
116.2774582,40.1146698,0,1
116.2774963,39.94243622,2,1
116.2775726,39.90734482,2,1
116.2776566,39.87778473,0,1
116.2776871,40.11497498,0,1
116.2779236,39.96141815,0,1
116.2783966,39.75220871,0,1
116.2787399,39.84864807,0,1
116.2791443,39.9239502,2,1
116.2792969,40.11382294,0,1
116.2795792,39.93667603,0,1
116.2796021,39.87224197,0,1
116.2798615,39.89101028,4,1
116.2798615,40.09123611,0,1
116.2798843,39.94128418,2,1
116.2799149,39.91853714,0,1
116.2799988,39.91967773,0,1
116.2800293,39.88960266,0,1
116.2800446,40.04268646,0,1
116.280098,39.87119293,0,1
116.2802506,39.95158005,0,1
116.2802734,39.9434433,0,1
116.2802963,39.94345474,0,1
116.2803345,40.11293411,0,1
116.2805176,39.90749359,0,1
116.2805176,39.90749359,2,1
116.28081509999998,39.88815689,4,1
116.2808304,39.95727921,4,1
116.2808533,39.82840347,2,1
116.281105,39.91766739,2,1
116.2811508,40.11286545,0,1
116.2813034,39.92687988,2,1
116.2813263,39.87132645,2,1
116.2814865,39.95490265,0,1
116.2824097,39.94106293,2,1
116.2824326,39.95087433,0,1
116.2825241,39.93274307,2,1
116.28255459999998,40.01298141,0,1
116.2828369,39.90756607,2,1
116.2829056,39.95041275,0,1
116.2830505,39.91822433,2,1
116.2831192,39.95090103,0,1
116.2831879,39.86182404,0,1
116.2831879,39.91790009,2,1
116.2832031,39.9168129,0,1
116.2832413,39.92746735,0,1
116.2833328,39.91585541,2,1
116.2834244,39.91907883,0,1
116.2834473,39.7621727,0,1
116.2834778,39.91399002,0,1
116.2835007,39.83192062,0,1
116.2835007,39.94205856,0,1
116.2835388,39.88687515,0,1
116.28358459999998,39.85078049,0,1
116.28358459999998,39.85078049,2,1
116.28363799999998,39.86302567,0,1
116.2837601,39.8469429,0,1
116.28380590000002,39.8706131,0,1
116.28380590000002,39.88958359,4,1
116.2839203,39.88954544,4,1
116.2839966,39.92201996,0,1
116.2840881,39.87037659,0,1
116.284111,40.03379059,0,1
116.2841339,39.95973969,0,1
116.284195,39.84408951,0,1
116.2842636,39.76247025,4,1
116.2844391,39.90740967,0,1
116.2846985,39.9292717,2,1
116.2847824,39.95573807,2,1
116.284874,39.93243027,2,1
116.2851944,39.93220520000001,2,1
116.285347,39.83764267,1,1
116.2859039,39.87656021,2,1
116.2859573,39.85275269,2,1
116.2863541,39.92416382,2,1
116.2865143,39.83778,1,1
116.2865143,39.89052582,2,1
116.2865219,39.82326508,0,1
116.2865372,39.8366394,1,1
116.2865448,39.84071732,0,1
116.2865906,39.83706665,4,1
116.2866592,39.8257637,0,1
116.2866898,39.75303268,0,1
116.2866898,39.91437531,2,1
116.2867355,39.92536163,2,1
116.2867584,39.82588959,0,1
116.28685,39.95241928,0,1
116.2868729,39.84798813,2,1
116.2869186,40.04213715,0,1
116.2869492,39.92523575,2,1
116.2870178,39.8895874,0,1
116.2870865,39.86661911,0,1
116.2871018,39.83244324,2,1
116.2871094,39.88970566,0,1
116.28713229999998,39.88957977,0,1
116.2871933,39.94273376,2,1
116.2872315,39.83424377,2,1
116.2872543,39.85493088,4,1
116.2875519,40.10088348,0,1
116.2875824,39.96156693,0,1
116.28775790000002,39.82013321,0,1
116.2877731,40.0443573,0,1
116.287796,39.90034103,0,1
116.2878189,39.82925034,2,1
116.2878418,39.82808304,2,1
116.2878723,39.96654892,0,1
116.28791809999998,39.95957947,0,1
116.2879562,39.91324997,2,1
116.288147,39.95986938,0,1
116.2881622,39.93206406,2,1
116.2883225,39.94690323,0,1
116.28839109999998,39.82304764,0,1
116.28839109999998,39.95856476,0,1
116.2884827,39.80622864,0,1
116.2885208,39.8654747,2,1
116.2885284,39.82947159,2,1
116.2885437,39.88957596,0,1
116.2885666,39.9422226,2,1
116.2886963,39.95639801,2,1
116.2887955,39.81050491,2,1
116.2888107,39.86193848,2,1
116.28890990000002,39.86859512,0,1
116.2889328,39.96090317,0,1
116.28900149999998,39.82275772,2,1
116.289093,39.78079987,3,1
116.2891159,40.10278702,0,1
116.28923799999998,39.83166504,0,1
116.289711,39.82816315,0,1
116.2899017,39.82537842,2,1
116.2899017,39.82630539,2,1
116.290062,39.87523651,0,1
116.2901611,39.81602478,2,1
116.2901611,39.88330078,2,1
116.29020690000002,39.8170166,2,1
116.29020690000002,39.8555069,4,1
116.2903061,40.04178619,0,1
116.29039,39.81970978,2,1
116.29044340000002,39.81634903,2,1
116.290657,39.84182739,0,1
116.2907028,39.81754303,2,1
116.2908173,39.8312149,2,1
116.2911835,39.82458878,2,1
116.2913818,39.78274918,3,1
116.291481,39.83689117,1,1
116.2915039,40.10421371,0,1
116.2917404,40.10396194,0,1
116.29185490000002,40.1036911,0,1
116.2918854,39.92404175,0,1
116.2919006,39.77672195,0,1
116.2919083,39.83438873,2,1
116.291954,39.93000031,0,1
116.2923508,40.04388046,0,1
116.2924042,39.86611557,0,1
116.2924271,39.80839157,2,1
116.2926865,39.75288010000001,4,1
116.2928238,39.87560654,0,1
116.2932053,39.98186493,0,1
116.2933044,39.84632874,2,1
116.2934876,39.83154678,2,1
116.2936325,39.83143997,0,1
116.2937775,39.89694595,2,1
116.2940903,39.86986542,0,1
116.2941742,39.86616516,0,1
116.2941971,39.91796875,0,1
116.2941971,40.09427261,0,1
116.2944946,39.90927505,0,1
116.294548,39.86612701,0,1
116.294548,39.86612701,4,1
116.294548,39.90743256,0,1
116.2947846,39.87998199,2,1
116.2949905,39.90569687,4,1
116.295166,39.87584305,0,1
116.295166,39.90763092,0,1
116.2952118,39.87518692,0,1
116.29549409999998,39.76343155,0,1
116.2956162,39.98382187,0,1
116.2956162,40.04439163,0,1
116.29599,39.91870117,0,1
116.2960129,39.82856369,2,1
116.2962494,39.97348404,0,1
116.2964172,39.91910172,0,1
116.29679109999998,39.87971878,0,1
116.2970429,39.93083954,2,1
116.2971726,39.92098236,0,1
116.29726409999998,39.92147446,0,1
116.29730990000002,39.99221802,0,1
116.2973404,39.93210602,2,1
116.2987061,40.09487152,0,1
116.29893490000002,40.043396,0,1
116.2990036,39.86645126,4,1
116.2991409,39.99031448,0,1
116.2994843,39.92167282,0,1
116.2996597,39.98826218,0,1
116.2998428,39.85575104,2,1
116.3000031,39.92396927,0,1
116.300148,40.04714966,0,1
116.3003082,39.8838768,0,1
116.3003616,39.89705658,0,1
116.3003998,39.8640213,0,1
116.3004532,39.83044434,2,1
116.3006973,39.98048019,0,1
116.30104070000002,40.08702087,0,1
116.3011856,39.90747833,0,1
116.3013001,40.04588699,0,1
116.3013306,39.92466736,0,1
116.3015518,39.97443771,0,1
116.3018494,39.93333817,2,1
116.3019638,40.04409027,0,1
116.3020096,39.96023941,1,1
116.3020096,39.97318649,0,1
116.30202479999998,40.04392624,0,1
116.3022003,39.96867752,0,1
116.3024826,40.09726334,0,1
116.30290990000002,39.92383194,0,1
116.30338290000002,40.04502487,0,1
116.30361940000002,39.86679077,0,1
116.30361940000002,39.86679077,4,1
116.3039169,39.8780899,0,1
116.3039398,40.09620285,0,1
116.3039932,39.95363617,0,1
116.3040619,39.90729141,0,1
116.3043518,39.93360138,0,1
116.3044205,39.87995148,0,1
116.3044815,39.8756218,0,1
116.3047028,39.86706161,0,1
116.3047943,39.86530304,0,1
116.30484009999998,39.91283417,0,1
116.3048477,39.89694977,0,1
116.3053436,39.94398117,0,1
116.3054047,40.0366478,0,1
116.3054123,39.84123993,2,1
116.3055267,39.90139389,0,1
116.3056107,39.84035492,2,1
116.3057938,40.0530777,2,1
116.30583190000002,39.83100510000001,2,1
116.3063583,39.85160828,2,1
116.3064423,39.92297363,0,1
116.3064423,40.0365715,0,1
116.3064957,39.92394257,0,1
116.30651090000002,39.86471939,0,1
116.3071899,39.86606216,0,1
116.3074646,39.83977509,2,1
116.3076096,39.83052444,2,1
116.3082199,39.93211746,0,1
116.3082428,39.96179962,0,1
116.3083115,39.93725204,0,1
116.3083191,39.90667725,0,1
116.308548,39.95882416,0,1
116.3086777,39.86508179,0,1
116.3087616,39.75682068,4,1
116.3088837,39.92220306,0,1
116.3090973,39.92008209,0,1
116.3091736,39.95100021,0,1
116.3094254,39.96480560000001,0,1
116.3094482,39.95349884,0,1
116.30970759999998,39.92304993,0,1
116.3097382,40.08003998,0,1
116.3097534,39.93584442,4,1
116.3097992,39.82176208,4,1
116.3098221,39.88443756,0,1
116.3098221,39.94435120000001,0,1
116.3098526,39.88880157,2,1
116.30989840000002,39.91026306,0,1
116.3099365,39.89738846,0,1
116.3099442,39.8913002,4,1
116.3099442,40.07600021,0,1
116.3100128,39.98406601,0,1
116.3100586,39.93643188,0,1
116.3101578,39.92665863,0,1
116.3101807,39.93862152,0,1
116.31020359999998,39.86011887,0,1
116.31020359999998,39.90584564,0,1
116.31020359999998,39.92625427,0,1
116.31020359999998,39.93279648,0,1
116.3102264,39.93820953,0,1
116.3102341,39.88867188,0,1
116.3102341,39.90270996,0,1
116.3102493,39.91908264,0,1
116.310257,39.89488602,4,1
116.3102722,39.90518188,0,1
116.3102799,39.89981461,4,1
116.3102799,39.93811798,4,1
116.3102951,39.9002533,4,1
116.3102951,39.92261887,0,1
116.310318,39.89655685,0,1
116.3103256,39.8848114,0,1
116.3103943,39.89447784,0,1
116.3103943,39.89447784,2,1
116.3104782,40.03639221,0,1
116.3104858,40.07786942,0,1
116.310524,39.90819168,0,1
116.3107529,39.88166428,0,1
116.3107681,40.02093124,0,1
116.3108444,39.76369858,4,1
116.3113327,39.90931702,0,1
116.31135559999998,39.88523483,2,1
116.3113861,39.9840126,0,1
116.311409,39.92707062,0,1
116.3114548,40.05333328,0,1
116.3115006,40.06096268,0,1
116.3115997,40.04296875,0,1
116.31182859999998,39.87452698,0,1
116.3120117,40.07537842,0,1
116.31206509999998,39.83063126,2,1
116.3121185,40.05629349,0,1
116.3121185,40.07550049,0,1
116.31221770000002,39.98446655,0,1
116.31230159999998,40.07608032,0,1
116.3126373,40.09388733,0,1
116.3127747,39.866539,4,1
116.31278229999998,39.86506653,0,1
116.3127976,40.03675079,0,1
116.31282040000002,39.90115356,4,1
116.31288909999998,39.83123016,2,1
116.3129425,39.9853096,0,1
116.3130875,39.94234085,0,1
116.313118,39.96394348,0,1
116.3132095,39.756515500000006,0,1
116.3134155,39.88512802,0,1
116.3134995,39.86249161,0,1
116.31356809999998,40.08486557,0,1
116.313652,39.83803558,2,1
116.3136749,39.85929489,2,1
116.3139343,39.78927231,2,1
116.3139572,40.02278137,0,1
116.3139725,39.92391205,0,1
116.3141785,39.98231506,0,1
116.3142014,39.85803986,2,1
116.3142014,39.85803986,4,1
116.3142166,40.01799011,0,1
116.3143616,40.08444977,0,1
116.3146286,39.90125656,4,1
116.3147812,39.86036301,0,1
116.3149033,39.90015793,0,1
116.31499479999998,40.01066589,2,1
116.315094,40.00018692,0,1
116.3153305,39.93815231,0,1
116.3156586,39.8989563,0,1
116.3158875,39.9925766,0,1
116.315918,39.85938263,0,1
116.3159409,39.98968506,0,1
116.3161392,39.8506813,0,1
116.3163452,39.85817337,0,1
116.3163452,39.88710022,0,1
116.3165283,40.01851654,0,1
116.3165512,39.85820770000001,2,1
116.3165741,39.98067474,0,1
116.3166275,39.98116684,0,1
116.3166275,39.9826088,0,1
116.3167419,39.8481636,0,1
116.3169098,39.8980217,0,1
116.3171997,39.97674561,0,1
116.3173065,40.03610229,0,1
116.3175125,39.8572998,4,1
116.3178482,40.0371933,0,1
116.31792450000002,39.93186188,0,1
116.3181,39.98815918,0,1
116.3183746,40.07492828,0,1
116.3184815,39.98571014,0,1
116.3187027,40.07624054,0,1
116.3189545,40.07684326,0,1
116.318985,39.98965454,0,1
116.3190231,40.03484344,0,1
116.3193131,39.97610092,0,1
116.3195648,40.05558777,0,1
116.3195953,40.0750885,0,1
116.3197708,40.11021805,0,1
116.3197861,39.84436798,2,1
116.3197861,40.07511902,0,1
116.3202362,39.70768738,4,1
116.3203507,39.83196259,2,1
116.32037350000002,39.85367966,0,1
116.3207092,40.11412048,0,1
116.320755,39.9280014,0,1
116.3209229,39.87370682,2,1
116.32098390000002,39.88775253,0,1
116.3210068,39.85346985,0,1
116.3210068,39.85346985,2,1
116.3210068,39.85346985,4,1
116.32114409999998,40.04309845,0,1
116.3211594,39.88803864,0,1
116.3214111,40.09326172,0,1
116.3216019,40.06632614,0,1
116.3216324,39.84116364,2,1
116.3216553,39.9927063,0,1
116.3216858,39.83052063,2,1
116.3219147,39.97610092,0,1
116.3219605,39.75980377,4,1
116.3219833,40.01927567,4,1
116.3220673,40.06431961,0,1
116.32224270000002,39.76278687,4,1
116.3224793,40.03429031,0,1
116.322525,39.89171982,0,1
116.3227844,39.49966049,3,1
116.3227921,40.06227493,0,1
116.3228149,40.11326218,0,1
116.3228531,40.04339218,0,1
116.3229904,39.95831299,3,1
116.3231125,39.92289352,0,1
116.323143,40.07714844,0,1
116.3234482,39.89253616,0,1
116.3234634,39.92586136,0,1
116.3235092,39.50940704,3,1
116.323555,39.8511734,0,1
116.323555,39.8511734,2,1
116.3237152,40.07615662,0,1
116.3237991,39.97546768,0,1
116.3238907,39.93247604,0,1
116.3239212,40.02989197,0,1
116.3239441,39.99055862,0,1
116.3240128,39.66024399,0,1
116.3240814,39.64411163,4,1
116.3240814,39.88981628,0,1
116.3240814,39.90504074,0,1
116.3241806,39.89294815,1,1
116.3243637,40.03440094,0,1
116.3243942,40.03046036,0,1
116.3244171,39.84777832,0,1
116.3245087,39.51274109,3,1
116.3245468,39.75710297,4,1
116.3246231,39.74671936,4,1
116.3246384,39.85056305,2,1
116.324707,40.03121567,0,1
116.32484440000002,39.90750504,0,1
116.3250046,39.97491074,0,1
116.3252182,39.83029175,2,1
116.32531740000002,39.94378662,3,1
116.3253403,39.84094620000001,2,1
116.3254318,39.75725174,4,1
116.3254547,40.05926132,0,1
116.3254776,39.89223099,0,1
116.32571409999998,39.49731064,3,1
116.32573700000002,39.98585129,0,1
116.3257828,39.87696457,0,1
116.32579040000002,39.93373489,0,1
116.3258133,40.07703781,0,1
116.3258514,39.52468109,3,1
116.3260117,39.84778214,0,1
116.3260803,39.87472153,2,1
116.3263702,39.87688065,2,1
116.3263779,40.05763626,0,1
116.3263931,39.89002228,0,1
116.3264465,39.83050537,2,1
116.3265533,39.87769699,0,1
116.3271713,39.89343643,0,1
116.3272324,39.85338974,0,1
116.3276672,39.87341309,2,1
116.3277435,40.05701447,0,1
116.3277893,39.82359314,0,1
116.3281632,39.83197403,2,1
116.3282929,39.88372421,3,1
116.32831570000002,39.83683014,2,1
116.328331,40.04664612,0,1
116.328331,40.05663681,0,1
116.32840729999998,39.90673065,0,1
116.3285904,40.05616379,0,1
116.3286057,39.79045105,0,1
116.3286362,39.84916687,2,1
116.3287811,39.87495422,2,1
116.3288345,39.73321152,0,1
116.3288498,39.90824509,0,1
116.3288727,39.84936523,0,1
116.3289719,40.05477905,0,1
116.32919309999998,40.0568924,0,1
116.329628,39.96857452,0,1
116.3298264,40.05438614,0,1
116.3299332,39.88392639,0,1
116.3301239,40.07842255,0,1
116.3301926,40.10978317,0,1
116.3302918,40.11452866,0,1
116.3304825,39.99337769,0,1
116.3309555,40.05320358,0,1
116.3311615,40.06138229,0,1
116.3319855,40.03665543,0,1
116.3320084,40.01354218,0,1
116.3320313,39.74438477,4,1
116.3320999,39.71047592,4,1
116.33242040000002,39.74964905,4,1
116.3324356,39.93239975,0,1
116.3324814,39.74385452,4,1
116.3325348,39.83060074,2,1
116.3326645,39.85020065,0,1
116.3326645,39.85020065,2,1
116.3327179,39.74201202,2,1
116.3330002,39.72264099,4,1
116.3330078,39.84856415,0,1
116.3330917,39.90950394,0,1
116.33314509999998,39.98602676,0,1
116.3331909,39.75788879,4,1
116.333252,39.84896088,0,1
116.333313,39.98723984,0,1
116.3334503,40.07920074,0,1
116.3337097,39.85022736,2,1
116.3337936,39.76334381,4,1
116.3339691,40.07645035,0,1
116.3343582,39.76316833,4,1
116.3343811,39.96614456,2,1
116.33439640000002,39.923069,0,1
116.3348236,39.72514725,0,1
116.3348999,40.04692841,0,1
116.3349609,39.98572539999999,0,1
116.33510590000002,39.97684479,2,1
116.3354111,39.77410507,4,1
116.3354569,39.88340378,3,1
116.3354569,40.05699158,0,1
116.3355713,39.76696396,4,1
116.3362274,39.76275253,4,1
116.3362351,39.99656677,0,1
116.3364563,39.87936783,3,1
116.3365479,39.74990082,4,1
116.3367539,40.04452515,0,1
116.3368301,39.84420395,0,1
116.3371353,39.75384903,4,1
116.3373337,39.99670029,0,1
116.3373947,39.98917007,0,1
116.3374863,40.0795517,0,1
